area_code,inventory,market_size,market,number_of_records,product_line,product_type,product,state,type,order_date_mdy,order_date_dmy,budget_cogs,budget_margin,budget_profit,budget_sales,cogs,margin,marketing,profit,sales,total_expenses,row_id,order_month
515,802,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Iowa,Regular,2016-06-25,2016-06-25,20.00,50.00,40.00,70.00,22.00,34.00,6.00,16.00,56.00,18.00,1788,2016-06-01
850,871,Major Market,East,1,Leaves,Tea,Darjeeling,Florida,Regular,2018-11-18,2018-11-18,40.00,60.00,50.00,100.00,38.00,56.00,10.00,35.00,94.00,21.00,1789,2018-11-01
631,1704,Major Market,East,1,Leaves,Herbal Tea,Lemon,New York,Decaf,2016-06-04,2016-06-04,180.00,240.00,140.00,420.00,245.00,331.00,93.00,204.00,576.00,127.00,1790,2016-06-01
314,885,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Missouri,Regular,2016-06-25,2016-06-25,60.00,100.00,80.00,160.00,54.00,78.00,15.00,51.00,132.00,27.00,1791,2016-06-01
508,859,Major Market,East,1,Leaves,Tea,Darjeeling,Massachusetts,Regular,2018-11-18,2018-11-18,20.00,50.00,50.00,70.00,27.00,39.00,7.00,20.00,66.00,19.00,1792,2018-11-01
954,1063,Major Market,East,1,Leaves,Herbal Tea,Mint,Florida,Decaf,2016-12-13,2016-12-13,50.00,60.00,30.00,110.00,75.00,89.00,23.00,44.00,164.00,45.00,1793,2016-12-01
920,1063,Small Market,Central,1,Beans,Espresso,Caffe Mocha,Wisconsin,Regular,2017-08-26,2017-08-26,90.00,110.00,70.00,200.00,75.00,89.00,23.00,45.00,164.00,44.00,1794,2017-08-01
516,971,Major Market,East,1,Leaves,Tea,Darjeeling,New York,Regular,2018-11-18,2018-11-18,110.00,170.00,140.00,280.00,108.00,157.00,30.00,115.00,265.00,42.00,1795,2018-11-01
914,4742,Major Market,East,1,Leaves,Herbal Tea,Mint,New York,Decaf,2015-05-25,2015-05-25,160.00,-50.00,-120.00,110.00,225.00,-65.00,69.00,-156.00,160.00,91.00,1796,2015-05-01
603,316,Small Market,East,1,Beans,Coffee,Amaretto,New Hampshire,Regular,2015-07-21,2015-07-21,40.00,60.00,40.00,100.00,46.00,67.00,14.00,30.00,113.00,37.00,1797,2015-07-01
405,683,Small Market,South,1,Leaves,Herbal Tea,Lemon,Oklahoma,Decaf,2018-07-29,2018-07-29,80.00,120.00,40.00,200.00,96.00,134.00,87.00,17.00,230.00,117.00,1798,2018-07-01
716,915,Major Market,East,1,Leaves,Tea,Earl Grey,New York,Regular,2015-05-12,2015-05-12,130.00,190.00,160.00,320.00,123.00,179.00,34.00,134.00,302.00,45.00,1799,2015-05-01
713,411,Major Market,South,1,Leaves,Herbal Tea,Chamomile,Texas,Decaf,2015-05-25,2015-05-25,50.00,70.00,40.00,120.00,59.00,79.00,19.00,32.00,138.00,47.00,1800,2015-05-01
203,1134,Small Market,East,1,Beans,Coffee,Colombian,Connecticut,Regular,2015-07-21,2015-07-21,110.00,180.00,130.00,290.00,130.00,195.00,42.00,122.00,325.00,73.00,1801,2015-07-01
775,898,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Nevada,Decaf,2016-09-03,2016-09-03,90.00,150.00,60.00,240.00,125.00,173.00,113.00,26.00,298.00,147.00,1802,2016-09-01
863,851,Major Market,East,1,Leaves,Tea,Green Tea,Florida,Regular,2018-01-20,2018-01-20,50.00,70.00,60.00,120.00,48.00,70.00,13.00,46.00,118.00,24.00,1803,2018-01-01
936,424,Major Market,South,1,Leaves,Herbal Tea,Lemon,Texas,Decaf,2017-02-16,2017-02-16,40.00,60.00,30.00,100.00,46.00,68.00,14.00,31.00,114.00,37.00,1804,2017-02-01
603,452,Small Market,East,1,Beans,Coffee,Colombian,New Hampshire,Regular,2015-07-21,2015-07-21,30.00,60.00,30.00,90.00,43.00,66.00,14.00,20.00,109.00,46.00,1805,2015-07-01
971,820,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Oregon,Decaf,2016-09-03,2016-09-03,10.00,30.00,30.00,40.00,25.00,36.00,7.00,17.00,61.00,19.00,1806,2016-09-01
413,480,Major Market,East,1,Leaves,Tea,Green Tea,Massachusetts,Regular,2018-10-30,2018-10-30,20.00,30.00,30.00,50.00,21.00,32.00,5.00,15.00,53.00,17.00,1807,2018-10-01
213,984,Major Market,West,1,Leaves,Herbal Tea,Chamomile,California,Decaf,2017-02-16,2017-02-16,70.00,110.00,80.00,180.00,81.00,117.00,22.00,84.00,198.00,33.00,1808,2017-02-01
203,613,Small Market,East,1,Beans,Espresso,Caffe Mocha,Connecticut,Regular,2018-11-21,2018-11-21,60.00,80.00,10.00,140.00,61.00,86.00,55.00,2.00,147.00,84.00,1809,2018-11-01
801,310,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Utah,Decaf,2016-09-03,2016-09-03,30.00,60.00,60.00,90.00,49.00,71.00,15.00,33.00,120.00,38.00,1810,2016-09-01
518,580,Major Market,East,1,Leaves,Tea,Green Tea,New York,Regular,2018-10-30,2018-10-30,80.00,120.00,100.00,200.00,76.00,111.00,21.00,78.00,187.00,33.00,1811,2018-10-01
213,1272,Major Market,West,1,Leaves,Herbal Tea,Lemon,California,Decaf,2017-02-16,2017-02-16,210.00,240.00,160.00,450.00,225.00,265.00,69.00,174.00,490.00,91.00,1812,2017-02-01
603,325,Small Market,East,1,Beans,Espresso,Caffe Mocha,New Hampshire,Regular,2015-06-04,2015-06-04,40.00,60.00,10.00,100.00,44.00,62.00,40.00,-8.00,106.00,70.00,1813,2015-06-01
206,1119,Small Market,West,1,Leaves,Herbal Tea,Chamomile,Washington,Decaf,2015-08-09,2015-08-09,90.00,160.00,130.00,250.00,125.00,188.00,41.00,115.00,313.00,73.00,1814,2015-08-01
562,915,Major Market,West,1,Leaves,Tea,Darjeeling,California,Regular,2018-04-30,2018-04-30,50.00,90.00,80.00,140.00,123.00,179.00,34.00,134.00,302.00,45.00,1815,2018-04-01
707,536,Major Market,West,1,Leaves,Herbal Tea,Mint,California,Decaf,2017-02-16,2017-02-16,30.00,50.00,30.00,80.00,40.00,52.00,13.00,27.00,92.00,25.00,1816,2017-02-01
603,211,Small Market,East,1,Beans,Espresso,Regular Espresso,New Hampshire,Regular,2017-03-10,2017-03-10,30.00,40.00,0.00,70.00,34.00,42.00,12.00,-3.00,76.00,45.00,1817,2017-03-01
702,1132,Small Market,West,1,Leaves,Herbal Tea,Lemon,Nevada,Decaf,2018-10-30,2018-10-30,120.00,170.00,120.00,290.00,154.00,213.00,50.00,120.00,367.00,93.00,1818,2018-10-01
209,580,Major Market,West,1,Leaves,Tea,Earl Grey,California,Regular,2018-04-30,2018-04-30,30.00,50.00,50.00,80.00,76.00,111.00,21.00,79.00,187.00,32.00,1819,2018-04-01
719,410,Major Market,Central,1,Leaves,Tea,Darjeeling,Colorado,Regular,2017-12-22,2017-12-22,40.00,60.00,20.00,100.00,55.00,69.00,20.00,15.00,124.00,54.00,1820,2017-12-01
225,834,Small Market,South,1,Beans,Coffee,Colombian,Louisiana,Regular,2018-03-25,2018-03-25,50.00,80.00,60.00,130.00,47.00,68.00,13.00,44.00,115.00,24.00,1821,2018-03-01
971,572,Small Market,West,1,Leaves,Herbal Tea,Lemon,Oregon,Decaf,2018-10-30,2018-10-30,60.00,100.00,90.00,160.00,90.00,115.00,29.00,73.00,205.00,42.00,1822,2018-10-01
562,650,Major Market,West,1,Leaves,Tea,Green Tea,California,Regular,2017-11-24,2017-11-24,20.00,60.00,50.00,80.00,72.00,110.00,23.00,56.00,182.00,54.00,1823,2017-11-01
847,589,Major Market,Central,1,Leaves,Tea,Darjeeling,Illinois,Regular,2017-12-22,2017-12-22,40.00,60.00,40.00,100.00,50.00,73.00,14.00,48.00,123.00,25.00,1824,2017-12-01
505,452,Small Market,South,1,Beans,Coffee,Colombian,New Mexico,Regular,2018-12-29,2018-12-29,50.00,70.00,30.00,120.00,43.00,66.00,14.00,20.00,109.00,46.00,1825,2018-12-01
435,447,Small Market,West,1,Leaves,Herbal Tea,Lemon,Utah,Decaf,2018-10-30,2018-10-30,20.00,70.00,60.00,90.00,45.00,69.00,14.00,23.00,114.00,46.00,1826,2018-10-01
641,598,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,2017-11-24,2017-11-24,0.00,10.00,10.00,10.00,10.00,13.00,3.00,-2.00,23.00,15.00,1827,2017-11-01
330,798,Major Market,Central,1,Leaves,Tea,Darjeeling,Ohio,Regular,2017-12-22,2017-12-22,60.00,100.00,60.00,160.00,78.00,119.00,25.00,62.00,197.00,57.00,1828,2017-12-01
918,561,Small Market,South,1,Beans,Coffee,Colombian,Oklahoma,Regular,2018-12-29,2018-12-29,100.00,130.00,90.00,230.00,88.00,112.00,29.00,71.00,200.00,41.00,1829,2018-12-01
425,829,Small Market,West,1,Leaves,Herbal Tea,Lemon,Washington,Decaf,2018-10-30,2018-10-30,30.00,60.00,60.00,90.00,48.00,71.00,13.00,47.00,119.00,24.00,1830,2018-10-01
660,1053,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Missouri,Decaf,2017-11-24,2017-11-24,50.00,80.00,70.00,130.00,65.00,77.00,20.00,35.00,142.00,42.00,1831,2017-11-01
719,1042,Major Market,Central,1,Leaves,Tea,Earl Grey,Colorado,Regular,2017-02-08,2017-02-08,40.00,60.00,30.00,100.00,57.00,68.00,17.00,29.00,125.00,39.00,1832,2017-02-01
504,18446744073709550710,Small Market,South,1,Beans,Espresso,Caffe Latte,Louisiana,Regular,2018-03-28,2018-03-28,40.00,70.00,10.00,110.00,61.00,86.00,55.00,1.00,147.00,85.00,1833,2018-03-01
702,789,Small Market,West,1,Leaves,Herbal Tea,Mint,Nevada,Decaf,2015-06-06,2015-06-06,90.00,150.00,130.00,240.00,122.00,176.00,39.00,114.00,298.00,62.00,1834,2015-06-01
715,547,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,2017-11-24,2017-11-24,80.00,120.00,100.00,200.00,86.00,116.00,28.00,61.00,202.00,55.00,1835,2017-11-01
630,659,Major Market,Central,1,Leaves,Tea,Earl Grey,Illinois,Regular,2016-07-13,2016-07-13,60.00,90.00,50.00,150.00,75.00,114.00,24.00,59.00,189.00,55.00,1836,2016-07-01
505,18446744073709551094,Small Market,South,1,Beans,Espresso,Caffe Latte,New Mexico,Regular,2016-03-05,2016-03-05,20.00,30.00,-10.00,50.00,34.00,42.00,12.00,-4.00,76.00,46.00,1837,2016-03-01
435,1698,Small Market,West,1,Leaves,Herbal Tea,Mint,Utah,Decaf,2017-08-13,2017-08-13,60.00,20.00,0.00,80.00,86.00,23.00,26.00,-27.00,109.00,50.00,1838,2017-08-01
712,430,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Iowa,Decaf,2017-11-24,2017-11-24,0.00,60.00,60.00,60.00,0.00,43.00,0.00,31.00,43.00,12.00,1839,2017-11-01
419,666,Major Market,Central,1,Leaves,Tea,Earl Grey,Ohio,Regular,2015-05-18,2015-05-18,80.00,120.00,70.00,200.00,102.00,143.00,31.00,89.00,245.00,54.00,1840,2015-05-01
918,18446744073709549613,Small Market,South,1,Beans,Espresso,Caffe Latte,Oklahoma,Regular,2016-03-05,2016-03-05,80.00,100.00,60.00,180.00,102.00,143.00,31.00,89.00,245.00,54.00,1841,2016-03-01
563,1755,Small Market,Central,1,Leaves,Tea,Darjeeling,Iowa,Regular,2017-08-13,2017-08-13,170.00,170.00,110.00,340.00,239.00,239.00,66.00,149.00,478.00,90.00,1842,2017-08-01
660,833,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Missouri,Decaf,2017-11-24,2017-11-24,30.00,80.00,80.00,110.00,32.00,47.00,8.00,28.00,79.00,19.00,1843,2017-11-01
719,561,Major Market,Central,1,Leaves,Tea,Green Tea,Colorado,Regular,2018-10-21,2018-10-21,70.00,90.00,60.00,160.00,88.00,112.00,29.00,70.00,200.00,42.00,1844,2018-10-01
225,321,Small Market,South,1,Beans,Espresso,Caffe Mocha,Louisiana,Regular,2016-03-05,2016-03-05,40.00,60.00,30.00,100.00,53.00,88.00,16.00,49.00,141.00,39.00,1845,2016-03-01
636,244,Small Market,Central,1,Leaves,Tea,Darjeeling,Missouri,Regular,2015-04-25,2015-04-25,20.00,40.00,30.00,60.00,39.00,53.00,12.00,13.00,92.00,40.00,1846,2015-04-01
715,573,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,2016-01-10,2016-01-10,20.00,50.00,50.00,70.00,22.00,29.00,7.00,10.00,51.00,19.00,1847,2016-01-01
352,875,Major Market,East,1,Leaves,Tea,Darjeeling,Florida,Regular,2018-10-21,2018-10-21,20.00,50.00,40.00,70.00,28.00,42.00,7.00,23.00,70.00,19.00,1848,2018-10-01
505,325,Small Market,South,1,Beans,Espresso,Caffe Mocha,New Mexico,Regular,2017-11-13,2017-11-13,30.00,50.00,0.00,80.00,44.00,62.00,40.00,-7.00,106.00,69.00,1849,2017-11-01
262,449,Small Market,Central,1,Leaves,Tea,Darjeeling,Wisconsin,Regular,2015-04-25,2015-04-25,20.00,50.00,40.00,70.00,46.00,67.00,14.00,30.00,113.00,37.00,1850,2015-04-01
860,375,Small Market,East,1,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,2018-10-19,2018-10-19,30.00,60.00,50.00,90.00,47.00,64.00,15.00,21.00,111.00,43.00,1851,2018-10-01
339,862,Major Market,East,1,Leaves,Tea,Darjeeling,Massachusetts,Regular,2016-11-05,2016-11-05,30.00,60.00,40.00,90.00,36.00,52.00,10.00,31.00,88.00,21.00,1852,2016-11-01
918,482,Small Market,South,1,Beans,Espresso,Caffe Mocha,Oklahoma,Regular,2018-01-19,2018-01-19,20.00,40.00,30.00,60.00,32.00,48.00,8.00,29.00,80.00,19.00,1853,2018-01-01
563,1756,Small Market,Central,1,Leaves,Tea,Earl Grey,Iowa,Regular,2016-11-22,2016-11-22,170.00,230.00,130.00,400.00,255.00,312.00,96.00,183.00,567.00,129.00,1854,2016-11-01
225,851,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,2017-03-22,2017-03-22,70.00,90.00,80.00,160.00,48.00,70.00,13.00,45.00,118.00,25.00,1855,2017-03-01
518,984,Major Market,East,1,Leaves,Tea,Darjeeling,New York,Regular,2018-08-01,2018-08-01,80.00,120.00,90.00,200.00,81.00,117.00,22.00,84.00,198.00,33.00,1856,2018-08-01
541,509,Small Market,West,1,Beans,Coffee,Amaretto,Oregon,Regular,2017-04-22,2017-04-22,60.00,80.00,10.00,140.00,52.00,73.00,47.00,-4.00,125.00,77.00,1857,2017-04-01
417,209,Small Market,Central,1,Leaves,Tea,Earl Grey,Missouri,Regular,2018-10-14,2018-10-14,10.00,20.00,0.00,30.00,25.00,31.00,9.00,-11.00,56.00,42.00,1858,2018-10-01
315,930,Major Market,East,1,Leaves,Tea,Earl Grey,New York,Regular,2018-08-01,2018-08-01,120.00,170.00,130.00,290.00,118.00,172.00,33.00,127.00,290.00,45.00,1859,2018-08-01
801,1060,Small Market,West,1,Beans,Coffee,Amaretto,Utah,Regular,2015-05-13,2015-05-13,80.00,90.00,50.00,170.00,69.00,81.00,21.00,39.00,150.00,42.00,1860,2015-05-01
715,606,Small Market,Central,1,Leaves,Tea,Earl Grey,Wisconsin,Regular,2018-12-02,2018-12-02,40.00,50.00,0.00,90.00,60.00,84.00,54.00,0.00,144.00,84.00,1861,2018-12-01
561,856,Major Market,East,1,Leaves,Tea,Green Tea,Florida,Regular,2015-06-21,2015-06-21,30.00,50.00,40.00,80.00,31.00,47.00,8.00,28.00,78.00,19.00,1862,2015-06-01
775,243,Small Market,West,1,Beans,Coffee,Colombian,Nevada,Regular,2015-05-13,2015-05-13,30.00,50.00,10.00,80.00,33.00,41.00,12.00,-4.00,74.00,45.00,1863,2015-05-01
314,240,Small Market,Central,1,Leaves,Tea,Green Tea,Missouri,Regular,2018-12-02,2018-12-02,10.00,30.00,10.00,40.00,34.00,43.00,12.00,-3.00,77.00,46.00,1864,2018-12-01
351,482,Major Market,East,1,Leaves,Tea,Green Tea,Massachusetts,Regular,2018-02-19,2018-02-19,30.00,50.00,40.00,80.00,32.00,48.00,8.00,29.00,80.00,19.00,1865,2018-02-01
206,454,Small Market,West,1,Leaves,Tea,Earl Grey,Washington,Regular,2018-08-29,2018-08-29,30.00,50.00,30.00,80.00,49.00,71.00,15.00,34.00,120.00,37.00,1866,2018-08-01
971,470,Small Market,West,1,Beans,Coffee,Colombian,Oregon,Regular,2015-10-21,2015-10-21,60.00,90.00,40.00,150.00,53.00,75.00,17.00,14.00,128.00,61.00,1867,2015-10-01
860,881,Small Market,East,1,Leaves,Tea,Darjeeling,Connecticut,Regular,2018-12-02,2018-12-02,40.00,60.00,50.00,100.00,40.00,59.00,11.00,36.00,99.00,23.00,1868,2018-12-01
718,589,Major Market,East,1,Leaves,Tea,Green Tea,New York,Regular,2015-08-01,2015-08-01,50.00,70.00,50.00,120.00,50.00,73.00,14.00,47.00,123.00,26.00,1869,2015-08-01
702,7653,Small Market,West,1,Leaves,Tea,Green Tea,Nevada,Regular,2018-08-29,2018-08-29,180.00,-180.00,-280.00,0.00,245.00,-245.00,93.00,-340.00,32.00,127.00,1870,2018-08-01
435,380,Small Market,West,1,Beans,Coffee,Colombian,Utah,Regular,2015-10-21,2015-10-21,60.00,80.00,50.00,140.00,53.00,71.00,17.00,27.00,124.00,44.00,1871,2015-10-01
603,846,Small Market,East,1,Leaves,Tea,Darjeeling,New Hampshire,Regular,2016-12-08,2016-12-08,20.00,30.00,30.00,50.00,21.00,31.00,5.00,14.00,52.00,17.00,1872,2016-12-01
213,930,Major Market,West,1,Leaves,Tea,Darjeeling,California,Regular,2015-08-01,2015-08-01,80.00,130.00,110.00,210.00,118.00,172.00,33.00,128.00,290.00,44.00,1873,2015-08-01
425,446,Small Market,West,1,Beans,Coffee,Colombian,Washington,Regular,2015-03-14,2015-03-14,70.00,110.00,70.00,180.00,63.00,93.00,20.00,50.00,156.00,43.00,1874,2015-03-01
971,666,Small Market,West,1,Leaves,Tea,Green Tea,Oregon,Regular,2017-06-20,2017-06-20,70.00,100.00,70.00,170.00,102.00,143.00,31.00,89.00,245.00,54.00,1875,2017-06-01
959,806,Small Market,East,1,Leaves,Tea,Green Tea,Connecticut,Regular,2016-12-08,2016-12-08,20.00,40.00,40.00,60.00,24.00,36.00,6.00,18.00,60.00,18.00,1876,2016-12-01
650,589,Major Market,West,1,Leaves,Tea,Earl Grey,California,Regular,2015-08-01,2015-08-01,30.00,50.00,40.00,80.00,50.00,73.00,14.00,47.00,123.00,26.00,1877,2015-08-01
775,387,Small Market,West,1,Beans,Espresso,Caffe Latte,Nevada,Regular,2015-03-14,2015-03-14,0.00,40.00,30.00,40.00,0.00,43.00,0.00,31.00,43.00,12.00,1878,2015-03-01
801,211,Small Market,West,1,Leaves,Tea,Green Tea,Utah,Regular,2017-06-20,2017-06-20,20.00,30.00,0.00,50.00,34.00,42.00,12.00,-3.00,76.00,45.00,1879,2017-06-01
603,430,Small Market,East,1,Leaves,Tea,Green Tea,New Hampshire,Regular,2016-07-13,2016-07-13,0.00,40.00,40.00,40.00,0.00,43.00,0.00,32.00,43.00,11.00,1880,2016-07-01
650,659,Major Market,West,1,Leaves,Tea,Green Tea,California,Regular,2015-08-01,2015-08-01,50.00,80.00,40.00,130.00,75.00,114.00,24.00,59.00,189.00,55.00,1881,2015-08-01
541,410,Small Market,West,1,Beans,Espresso,Caffe Latte,Oregon,Regular,2018-12-22,2018-12-22,50.00,70.00,30.00,120.00,55.00,69.00,20.00,16.00,124.00,53.00,1882,2018-12-01
206,613,Small Market,West,1,Leaves,Tea,Green Tea,Washington,Regular,2018-09-02,2018-09-02,40.00,60.00,0.00,100.00,61.00,86.00,55.00,1.00,147.00,85.00,1883,2018-09-01
702,1662,Small Market,West,1,Leaves,Tea,Darjeeling,Nevada,Regular,2015-05-11,2015-05-11,110.00,180.00,130.00,290.00,257.00,341.00,84.00,224.00,598.00,117.00,1884,2015-05-01
641,596,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Iowa,Decaf,2017-07-18,2017-07-18,0.00,20.00,10.00,20.00,10.00,13.00,3.00,-3.00,23.00,16.00,1885,2017-07-01
435,836,Small Market,West,1,Beans,Espresso,Caffe Latte,Utah,Regular,2017-11-24,2017-11-24,30.00,40.00,30.00,70.00,33.00,48.00,9.00,27.00,81.00,21.00,1886,2017-11-01
720,1003,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Colorado,Decaf,2018-09-02,2018-09-02,80.00,120.00,90.00,200.00,86.00,124.00,24.00,88.00,210.00,36.00,1887,2018-09-01
541,480,Small Market,West,1,Leaves,Tea,Darjeeling,Oregon,Regular,2015-01-05,2015-01-05,0.00,20.00,20.00,20.00,21.00,32.00,5.00,16.00,53.00,16.00,1888,2015-01-01
314,1060,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Missouri,Decaf,2016-02-09,2016-02-09,60.00,80.00,40.00,140.00,69.00,81.00,21.00,38.00,150.00,43.00,1889,2016-02-01
253,570,Small Market,West,1,Beans,Espresso,Caffe Latte,Washington,Regular,2018-12-02,2018-12-02,20.00,30.00,20.00,50.00,22.00,30.00,7.00,11.00,52.00,19.00,1890,2018-12-01
630,830,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Illinois,Decaf,2018-09-02,2018-09-02,120.00,180.00,130.00,300.00,127.00,185.00,40.00,122.00,312.00,63.00,1891,2018-09-01
801,320,Small Market,West,1,Leaves,Tea,Darjeeling,Utah,Regular,2016-09-05,2016-09-05,10.00,40.00,20.00,50.00,45.00,64.00,41.00,-6.00,109.00,70.00,1892,2016-09-01
775,848,Small Market,West,1,Beans,Espresso,Caffe Mocha,Nevada,Regular,2016-12-31,2016-12-31,10.00,20.00,10.00,30.00,15.00,24.00,4.00,9.00,39.00,15.00,1893,2016-12-01
262,557,Small Market,Central,1,Beans,Coffee,Decaf Irish Cream,Wisconsin,Decaf,2016-02-09,2016-02-09,70.00,100.00,60.00,170.00,77.00,103.00,25.00,51.00,180.00,52.00,1894,2016-02-01
206,329,Small Market,West,1,Leaves,Tea,Darjeeling,Washington,Regular,2016-09-05,2016-09-05,20.00,50.00,40.00,70.00,60.00,99.00,18.00,57.00,159.00,42.00,1895,2016-09-01
419,521,Major Market,Central,1,Beans,Coffee,Decaf Irish Cream,Ohio,Decaf,2018-09-02,2018-09-02,40.00,70.00,10.00,110.00,47.00,65.00,42.00,-6.00,112.00,71.00,1896,2018-09-01
503,411,Small Market,West,1,Beans,Espresso,Caffe Mocha,Oregon,Regular,2018-10-03,2018-10-03,50.00,80.00,50.00,130.00,59.00,79.00,19.00,33.00,138.00,46.00,1897,2018-10-01
712,387,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Iowa,Decaf,2018-07-29,2018-07-29,0.00,50.00,40.00,50.00,0.00,43.00,0.00,31.00,43.00,12.00,1898,2018-07-01
970,677,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Colorado,Decaf,2018-09-02,2018-09-02,80.00,130.00,80.00,210.00,67.00,101.00,22.00,47.00,168.00,54.00,1899,2018-09-01
435,552,Small Market,West,1,Beans,Espresso,Caffe Mocha,Utah,Regular,2015-08-29,2015-08-29,90.00,130.00,90.00,220.00,101.00,130.00,33.00,85.00,231.00,45.00,1900,2015-08-01
314,836,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Missouri,Decaf,2018-01-12,2018-01-12,40.00,60.00,50.00,100.00,33.00,48.00,9.00,27.00,81.00,21.00,1901,2018-01-01
630,1820,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Illinois,Decaf,2018-09-02,2018-09-02,320.00,320.00,240.00,640.00,250.00,251.00,70.00,157.00,501.00,94.00,1902,2018-09-01
425,391,Small Market,West,1,Beans,Espresso,Caffe Mocha,Washington,Regular,2015-08-29,2015-08-29,50.00,60.00,20.00,110.00,54.00,67.00,20.00,13.00,121.00,54.00,1903,2015-08-01
715,570,Small Market,Central,1,Beans,Espresso,Decaf Espresso,Wisconsin,Decaf,2018-01-12,2018-01-12,20.00,40.00,30.00,60.00,22.00,30.00,7.00,11.00,52.00,19.00,1904,2018-01-01
740,422,Major Market,Central,1,Beans,Espresso,Decaf Espresso,Ohio,Decaf,2018-09-02,2018-09-02,50.00,80.00,40.00,130.00,46.00,57.00,17.00,6.00,103.00,51.00,1905,2018-09-01
712,1691,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Iowa,Decaf,2015-08-29,2015-08-29,210.00,280.00,180.00,490.00,228.00,304.00,75.00,196.00,532.00,108.00,1906,2015-08-01
503,435,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Oregon,Decaf,2017-12-09,2017-12-09,40.00,80.00,50.00,120.00,41.00,60.00,13.00,25.00,101.00,35.00,1907,2017-12-01
813,690,Major Market,East,1,Beans,Coffee,Decaf Irish Cream,Florida,Decaf,2018-09-02,2018-09-02,120.00,160.00,110.00,280.00,134.00,186.00,41.00,122.00,320.00,64.00,1908,2018-09-01
573,325,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Missouri,Decaf,2017-06-29,2017-06-29,40.00,50.00,0.00,90.00,44.00,62.00,40.00,-8.00,106.00,70.00,1909,2017-06-01
435,619,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Utah,Decaf,2017-12-09,2017-12-09,80.00,100.00,50.00,180.00,68.00,85.00,25.00,26.00,153.00,59.00,1910,2017-12-01
407,575,Major Market,East,1,Beans,Espresso,Decaf Espresso,Florida,Decaf,2018-09-02,2018-09-02,80.00,110.00,70.00,190.00,83.00,112.00,27.00,58.00,195.00,54.00,1911,2018-09-01
920,321,Small Market,Central,1,Leaves,Herbal Tea,Chamomile,Wisconsin,Decaf,2017-08-20,2017-08-20,50.00,80.00,50.00,130.00,53.00,88.00,16.00,48.00,141.00,40.00,1912,2017-08-01
509,716,Small Market,West,1,Beans,Coffee,Decaf Irish Cream,Washington,Decaf,2018-09-25,2018-09-25,120.00,170.00,50.00,290.00,105.00,145.00,95.00,20.00,250.00,125.00,1913,2018-09-01
860,380,Small Market,East,1,Beans,Espresso,Decaf Espresso,Connecticut,Decaf,2018-09-10,2018-09-10,50.00,70.00,40.00,120.00,53.00,71.00,17.00,26.00,124.00,45.00,1914,2018-09-01
682,531,Major Market,South,1,Beans,Coffee,Decaf Irish Cream,Texas,Decaf,2018-09-02,2018-09-02,50.00,60.00,40.00,110.00,43.00,56.00,14.00,30.00,99.00,26.00,1915,2018-09-01
712,803,Small Market,Central,1,Leaves,Herbal Tea,Lemon,Iowa,Decaf,2018-10-21,2018-10-21,100.00,150.00,100.00,250.00,113.00,165.00,36.00,107.00,278.00,58.00,1916,2018-10-01
702,807,Small Market,West,1,Beans,Espresso,Decaf Espresso,Nevada,Decaf,2018-09-25,2018-09-25,20.00,30.00,20.00,50.00,23.00,35.00,6.00,17.00,58.00,18.00,1917,2018-09-01
504,856,Small Market,South,1,Beans,Coffee,Decaf Irish Cream,Louisiana,Decaf,2018-09-10,2018-09-10,30.00,60.00,50.00,90.00,31.00,47.00,8.00,28.00,78.00,19.00,1918,2018-09-01
214,601,Major Market,South,1,Beans,Espresso,Decaf Espresso,Texas,Decaf,2018-09-02,2018-09-02,40.00,60.00,40.00,100.00,54.00,79.00,15.00,52.00,133.00,27.00,1919,2018-09-01
971,1319,Small Market,West,1,Beans,Espresso,Decaf Espresso,Oregon,Decaf,2016-01-23,2016-01-23,150.00,140.00,80.00,290.00,153.00,153.00,42.00,87.00,306.00,66.00,1920,2016-01-01
