order_month,product_line,product_type,product,market,state,market_size,type,sales,cogs,total_expenses,profit,marketing,budget_sales,budget_cogs,budget_profit
2018-07-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,414.00,170.00,134.00,119.00,64.00,380.00,180.00,80.00
2018-07-01,Beans,Coffee,Colombian,Central,Wisconsin,Small Market,Regular,213.00,79.00,107.00,14.00,72.00,190.00,80.00,20.00
2017-01-01,Leaves,Herbal Tea,Chamomile,Central,Ohio,Major Market,Decaf,90.00,32.00,20.00,45.00,8.00,70.00,20.00,50.00
2016-12-01,Beans,Espresso,Caffe Mocha,Central,Iowa,Small Market,Regular,48.00,17.00,16.00,17.00,4.00,50.00,10.00,30.00
2018-03-01,Leaves,Herbal Tea,Lemon,Central,Colorado,Major Market,Decaf,168.00,63.00,91.00,0.00,57.00,130.00,50.00,20.00
2017-06-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,214.00,94.00,43.00,77.00,31.00,190.00,80.00,70.00
2016-12-01,Beans,Espresso,Caffe Mocha,Central,Missouri,Small Market,Regular,138.00,50.00,26.00,75.00,14.00,140.00,50.00,70.00
2015-12-01,Leaves,Tea,Earl Grey,Central,Illinois,Major Market,Regular,168.00,67.00,54.00,47.00,22.00,130.00,50.00,40.00
2017-06-01,Leaves,Herbal Tea,Chamomile,South,New Mexico,Small Market,Decaf,98.00,39.00,32.00,34.00,10.00,80.00,30.00,30.00
2016-12-01,Beans,Espresso,Caffe Mocha,Central,Wisconsin,Small Market,Regular,168.00,69.00,45.00,59.00,21.00,170.00,80.00,50.00
2015-12-01,Leaves,Tea,Earl Grey,Central,Ohio,Major Market,Regular,320.00,134.00,65.00,121.00,41.00,260.00,110.00,90.00
2017-06-01,Leaves,Herbal Tea,Chamomile,South,Oklahoma,Small Market,Decaf,145.00,65.00,58.00,22.00,24.00,130.00,60.00,20.00
2018-07-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,104.00,38.00,37.00,31.00,12.00,80.00,30.00,30.00
2018-08-01,Leaves,Tea,Green Tea,Central,Colorado,Major Market,Regular,185.00,81.00,38.00,66.00,26.00,150.00,60.00,60.00
2017-03-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,347.00,124.00,75.00,179.00,40.00,290.00,110.00,130.00
2017-06-01,Leaves,Herbal Tea,Lemon,South,Louisiana,Small Market,Decaf,153.00,68.00,59.00,26.00,25.00,140.00,60.00,30.00
2015-11-01,Leaves,Tea,Darjeeling,East,Florida,Major Market,Regular,272.00,108.00,61.00,125.00,29.00,270.00,100.00,130.00
2018-07-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,134.00,48.00,49.00,39.00,15.00,110.00,40.00,40.00
2016-10-01,Leaves,Herbal Tea,Lemon,South,New Mexico,Small Market,Decaf,69.00,31.00,31.00,7.00,9.00,60.00,20.00,20.00
2015-11-01,Leaves,Tea,Darjeeling,East,Massachusetts,Major Market,Regular,218.00,86.00,56.00,89.00,23.00,210.00,80.00,100.00
2017-10-01,Leaves,Herbal Tea,Chamomile,East,Florida,Major Market,Decaf,242.00,97.00,57.00,105.00,31.00,160.00,60.00,60.00
2018-07-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,201.00,75.00,103.00,11.00,68.00,170.00,70.00,20.00
2015-11-01,Leaves,Tea,Darjeeling,East,New York,Major Market,Regular,790.00,317.00,119.00,444.00,88.00,810.00,330.00,380.00
2018-01-01,Leaves,Herbal Tea,Lemon,East,Florida,Major Market,Decaf,134.00,54.00,56.00,20.00,20.00,90.00,40.00,20.00
2017-10-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,101.00,37.00,66.00,-16.00,34.00,80.00,30.00,0.00
2018-07-01,Leaves,Herbal Tea,Chamomile,West,Nevada,Small Market,Decaf,322.00,135.00,155.00,32.00,122.00,290.00,120.00,30.00
2016-12-01,Leaves,Tea,Earl Grey,East,New York,Major Market,Regular,302.00,123.00,46.00,133.00,34.00,310.00,120.00,150.00
2015-03-01,Beans,Espresso,Regular Espresso,East,New Hampshire,Small Market,Regular,73.00,29.00,46.00,-12.00,11.00,60.00,20.00,0.00
2015-11-01,Leaves,Herbal Tea,Chamomile,West,Oregon,Small Market,Decaf,60.00,24.00,17.00,19.00,6.00,50.00,20.00,20.00
2016-12-01,Leaves,Tea,Green Tea,East,Florida,Major Market,Regular,85.00,34.00,21.00,30.00,9.00,80.00,30.00,40.00
2016-04-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,127.00,52.00,39.00,36.00,16.00,110.00,40.00,40.00
2018-01-01,Leaves,Herbal Tea,Lemon,East,Massachusetts,Major Market,Decaf,145.00,58.00,58.00,26.00,22.00,100.00,40.00,30.00
2017-09-01,Leaves,Tea,Green Tea,East,Massachusetts,Major Market,Regular,129.00,50.00,36.00,47.00,13.00,120.00,50.00,50.00
2018-06-01,Beans,Coffee,Colombian,South,New Mexico,Small Market,Regular,134.00,48.00,48.00,41.00,15.00,150.00,60.00,50.00
2018-01-01,Leaves,Herbal Tea,Lemon,East,New York,Major Market,Decaf,540.00,245.00,133.00,173.00,93.00,370.00,180.00,100.00
2017-09-01,Leaves,Tea,Green Tea,East,New York,Major Market,Regular,334.00,131.00,60.00,169.00,36.00,330.00,130.00,150.00
2018-07-01,Beans,Coffee,Colombian,South,Oklahoma,Small Market,Regular,112.00,44.00,28.00,45.00,14.00,120.00,50.00,50.00
2018-11-01,Leaves,Herbal Tea,Mint,East,Florida,Major Market,Decaf,168.00,69.00,44.00,61.00,21.00,110.00,50.00,40.00
2017-09-01,Leaves,Tea,Darjeeling,West,California,Major Market,Regular,561.00,222.00,83.00,291.00,61.00,380.00,150.00,200.00
2015-08-01,Leaves,Herbal Tea,Mint,East,New York,Major Market,Decaf,201.00,207.00,90.00,-176.00,64.00,140.00,150.00,-70.00
2016-03-01,Leaves,Tea,Earl Grey,West,California,Major Market,Regular,133.00,54.00,26.00,53.00,15.00,90.00,30.00,50.00
2017-07-01,Leaves,Herbal Tea,Chamomile,South,Texas,Major Market,Decaf,157.00,60.00,49.00,51.00,19.00,130.00,50.00,50.00
2016-03-01,Leaves,Tea,Green Tea,West,California,Major Market,Regular,168.00,67.00,54.00,47.00,22.00,120.00,40.00,50.00
2016-09-01,Beans,Espresso,Caffe Latte,South,Oklahoma,Small Market,Regular,224.00,84.00,52.00,103.00,26.00,170.00,70.00,70.00
2016-07-01,Leaves,Herbal Tea,Lemon,South,Texas,Major Market,Decaf,157.00,57.00,43.00,65.00,18.00,130.00,50.00,50.00
2016-03-01,Beans,Coffee,Decaf Irish Cream,Central,Iowa,Small Market,Decaf,24.00,10.00,15.00,-1.00,3.00,20.00,0.00,10.00
2016-09-01,Beans,Espresso,Caffe Mocha,South,Louisiana,Small Market,Regular,201.00,67.00,45.00,109.00,20.00,150.00,50.00,80.00
2016-03-01,Beans,Coffee,Decaf Irish Cream,Central,Missouri,Small Market,Decaf,139.00,63.00,40.00,36.00,19.00,130.00,60.00,40.00
2017-07-01,Beans,Espresso,Caffe Mocha,South,New Mexico,Small Market,Regular,101.00,37.00,66.00,-16.00,34.00,70.00,30.00,-10.00
2015-03-01,Leaves,Herbal Tea,Mint,West,Utah,Small Market,Decaf,160.00,92.00,51.00,17.00,28.00,140.00,80.00,20.00
2018-04-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,90.00,32.00,21.00,44.00,8.00,60.00,20.00,40.00
2015-03-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,501.00,250.00,95.00,156.00,70.00,410.00,210.00,120.00
2017-10-01,Leaves,Herbal Tea,Chamomile,West,California,Major Market,Decaf,262.00,95.00,39.00,159.00,26.00,200.00,80.00,100.00
2017-10-01,Leaves,Herbal Tea,Lemon,West,California,Major Market,Decaf,506.00,207.00,89.00,249.00,64.00,390.00,170.00,160.00
2017-11-01,Beans,Coffee,Amaretto,West,Utah,Small Market,Regular,190.00,78.00,47.00,73.00,24.00,210.00,90.00,80.00
2018-03-01,Leaves,Tea,Darjeeling,Central,Wisconsin,Small Market,Regular,252.00,99.00,75.00,89.00,30.00,200.00,70.00,70.00
2017-10-01,Leaves,Herbal Tea,Mint,West,California,Major Market,Decaf,401.00,166.00,79.00,196.00,54.00,320.00,140.00,120.00
2017-11-01,Beans,Coffee,Colombian,West,Nevada,Small Market,Regular,85.00,34.00,47.00,-5.00,12.00,90.00,40.00,10.00
2018-03-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,1223.00,534.00,269.00,467.00,202.00,1000.00,440.00,320.00
2017-10-01,Leaves,Tea,Darjeeling,Central,Colorado,Major Market,Regular,145.00,58.00,58.00,26.00,22.00,110.00,40.00,20.00
2017-09-01,Beans,Espresso,Decaf Espresso,Central,Missouri,Small Market,Decaf,203.00,79.00,44.00,94.00,21.00,220.00,80.00,110.00
2018-11-01,Beans,Coffee,Colombian,West,Oregon,Small Market,Regular,459.00,180.00,189.00,92.00,58.00,530.00,220.00,140.00
2015-09-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,184.00,78.00,128.00,-38.00,28.00,130.00,50.00,-20.00
2017-05-01,Leaves,Tea,Darjeeling,Central,Illinois,Major Market,Regular,150.00,54.00,28.00,83.00,15.00,110.00,40.00,50.00
2017-09-01,Beans,Espresso,Decaf Espresso,Central,Wisconsin,Small Market,Decaf,137.00,57.00,41.00,44.00,17.00,150.00,60.00,60.00
2018-11-01,Beans,Coffee,Colombian,West,Utah,Small Market,Regular,644.00,258.00,219.00,190.00,83.00,730.00,290.00,290.00
2015-09-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,288.00,116.00,163.00,0.00,104.00,220.00,90.00,0.00
2017-05-01,Leaves,Tea,Darjeeling,Central,Ohio,Major Market,Regular,235.00,84.00,61.00,106.00,27.00,180.00,70.00,60.00
2018-08-01,Beans,Espresso,Decaf Espresso,East,Connecticut,Small Market,Decaf,114.00,49.00,44.00,21.00,16.00,110.00,40.00,40.00
2018-11-01,Beans,Coffee,Colombian,West,Washington,Small Market,Regular,318.00,124.00,84.00,139.00,38.00,370.00,140.00,160.00
2016-10-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,88.00,39.00,47.00,2.00,14.00,70.00,30.00,0.00
2017-05-01,Leaves,Tea,Earl Grey,Central,Colorado,Major Market,Regular,247.00,105.00,74.00,78.00,31.00,200.00,80.00,60.00
2016-03-01,Beans,Coffee,Decaf Irish Cream,South,Louisiana,Small Market,Decaf,85.00,34.00,20.00,31.00,9.00,100.00,40.00,50.00
2018-11-01,Beans,Espresso,Caffe Latte,West,Nevada,Small Market,Regular,91.00,17.00,27.00,60.00,4.00,80.00,10.00,50.00
2016-10-01,Leaves,Tea,Darjeeling,East,Connecticut,Small Market,Regular,123.00,50.00,26.00,47.00,14.00,120.00,50.00,50.00
2017-05-01,Leaves,Tea,Earl Grey,Central,Illinois,Major Market,Regular,331.00,124.00,103.00,125.00,40.00,260.00,100.00,70.00
2017-09-01,Beans,Coffee,Decaf Irish Cream,South,New Mexico,Small Market,Decaf,160.00,92.00,52.00,16.00,28.00,190.00,100.00,40.00
2018-11-01,Beans,Espresso,Caffe Latte,West,Oregon,Small Market,Regular,262.00,111.00,109.00,40.00,42.00,230.00,100.00,40.00
2016-10-01,Leaves,Tea,Darjeeling,East,New Hampshire,Small Market,Regular,41.00,16.00,15.00,10.00,4.00,40.00,10.00,20.00
2017-05-01,Leaves,Tea,Earl Grey,Central,Ohio,Major Market,Regular,499.00,200.00,105.00,246.00,61.00,410.00,160.00,160.00
2017-09-01,Beans,Coffee,Decaf Irish Cream,South,Oklahoma,Small Market,Decaf,159.00,62.00,41.00,62.00,17.00,180.00,60.00,100.00
2016-02-01,Beans,Espresso,Caffe Latte,West,Utah,Small Market,Regular,128.00,46.00,25.00,69.00,12.00,100.00,40.00,40.00
2017-05-01,Leaves,Tea,Green Tea,Central,Colorado,Major Market,Regular,266.00,112.00,59.00,120.00,36.00,210.00,80.00,80.00
2016-11-01,Beans,Espresso,Decaf Espresso,South,Louisiana,Small Market,Decaf,227.00,89.00,73.00,73.00,27.00,170.00,60.00,60.00
2016-02-01,Beans,Espresso,Caffe Latte,West,Washington,Small Market,Regular,123.00,48.00,28.00,55.00,15.00,100.00,40.00,40.00
2016-10-01,Leaves,Tea,Green Tea,East,New Hampshire,Small Market,Regular,43.00,0.00,11.00,32.00,0.00,40.00,0.00,30.00
2018-08-01,Leaves,Tea,Darjeeling,East,Florida,Major Market,Regular,181.00,66.00,42.00,89.00,17.00,170.00,60.00,90.00
2016-11-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,183.00,75.00,78.00,30.00,24.00,130.00,60.00,10.00
2016-02-01,Beans,Espresso,Caffe Mocha,West,Nevada,Small Market,Regular,50.00,18.00,18.00,16.00,5.00,40.00,10.00,20.00
2016-10-01,Leaves,Tea,Darjeeling,West,Nevada,Small Market,Regular,576.00,247.00,114.00,215.00,81.00,420.00,180.00,150.00
2017-07-01,Leaves,Tea,Darjeeling,East,Massachusetts,Major Market,Regular,90.00,32.00,20.00,45.00,8.00,80.00,30.00,40.00
2016-11-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,458.00,176.00,121.00,182.00,58.00,360.00,130.00,140.00
2016-02-01,Beans,Espresso,Caffe Mocha,West,Oregon,Small Market,Regular,157.00,60.00,49.00,51.00,19.00,130.00,50.00,50.00
2016-10-01,Leaves,Tea,Darjeeling,West,Oregon,Small Market,Regular,73.00,29.00,19.00,25.00,8.00,50.00,20.00,30.00
2016-11-01,Beans,Coffee,Decaf Irish Cream,West,Nevada,Small Market,Decaf,69.00,31.00,30.00,8.00,9.00,80.00,30.00,30.00
2016-02-01,Beans,Espresso,Caffe Mocha,West,Utah,Small Market,Regular,125.00,49.00,30.00,53.00,16.00,100.00,40.00,40.00
2017-04-01,Beans,Espresso,Caffe Mocha,West,Washington,Small Market,Regular,134.00,54.00,56.00,20.00,20.00,110.00,50.00,20.00
2016-10-01,Leaves,Tea,Darjeeling,West,Utah,Small Market,Regular,118.00,49.00,73.00,-4.00,44.00,80.00,30.00,0.00
2018-08-01,Leaves,Tea,Green Tea,East,Florida,Major Market,Regular,225.00,84.00,47.00,117.00,23.00,210.00,80.00,100.00
2016-09-01,Leaves,Herbal Tea,Chamomile,Central,Iowa,Small Market,Decaf,611.00,234.00,116.00,315.00,77.00,480.00,200.00,200.00
2016-10-01,Leaves,Tea,Darjeeling,West,Washington,Small Market,Regular,107.00,41.00,36.00,30.00,12.00,70.00,30.00,20.00
2017-12-01,Leaves,Tea,Green Tea,East,New York,Major Market,Regular,292.00,108.00,54.00,161.00,30.00,270.00,100.00,130.00
2017-09-01,Leaves,Herbal Tea,Chamomile,Central,Wisconsin,Small Market,Decaf,201.00,67.00,45.00,109.00,20.00,150.00,50.00,80.00
2017-12-01,Beans,Espresso,Decaf Espresso,Central,Illinois,Major Market,Decaf,996.00,467.00,177.00,432.00,129.00,1240.00,600.00,480.00
2017-12-01,Leaves,Tea,Darjeeling,West,California,Major Market,Regular,245.00,89.00,38.00,146.00,24.00,140.00,50.00,80.00
2016-08-01,Beans,Espresso,Decaf Espresso,Central,Ohio,Major Market,Decaf,141.00,59.00,55.00,27.00,22.00,150.00,60.00,40.00
2017-12-01,Leaves,Tea,Earl Grey,West,California,Major Market,Regular,150.00,54.00,27.00,84.00,15.00,90.00,30.00,60.00
2018-04-01,Leaves,Tea,Earl Grey,West,Utah,Small Market,Regular,89.00,38.00,39.00,12.00,12.00,60.00,20.00,10.00
2018-04-01,Leaves,Tea,Earl Grey,West,Washington,Small Market,Regular,226.00,89.00,71.00,74.00,27.00,140.00,60.00,50.00
2017-12-01,Beans,Coffee,Decaf Irish Cream,Central,Iowa,Small Market,Decaf,114.00,46.00,38.00,36.00,14.00,100.00,40.00,40.00
2018-06-01,Leaves,Herbal Tea,Lemon,Central,Missouri,Small Market,Decaf,111.00,88.00,52.00,-61.00,27.00,80.00,70.00,-20.00
2018-01-01,Leaves,Tea,Green Tea,West,Nevada,Small Market,Regular,31.00,294.00,145.00,-408.00,111.00,0.00,210.00,-320.00
2018-11-01,Leaves,Tea,Green Tea,West,Oregon,Small Market,Regular,940.00,386.00,185.00,446.00,118.00,650.00,250.00,280.00
2018-06-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,201.00,77.00,32.00,119.00,21.00,160.00,60.00,90.00
2016-11-01,Leaves,Herbal Tea,Lemon,East,Connecticut,Small Market,Decaf,213.00,85.00,68.00,62.00,32.00,140.00,60.00,40.00
2018-09-01,Leaves,Tea,Green Tea,West,Utah,Small Market,Regular,125.00,53.00,86.00,-21.00,19.00,80.00,30.00,10.00
2018-06-01,Beans,Coffee,Decaf Irish Cream,West,California,Major Market,Decaf,130.00,148.00,91.00,-174.00,48.00,150.00,180.00,-110.00
2016-03-01,Beans,Espresso,Decaf Espresso,Central,Iowa,Small Market,Decaf,48.00,17.00,17.00,16.00,4.00,50.00,10.00,30.00
2016-11-01,Leaves,Herbal Tea,Lemon,East,New Hampshire,Small Market,Decaf,85.00,34.00,48.00,-6.00,12.00,50.00,20.00,0.00
2018-06-01,Beans,Espresso,Decaf Espresso,West,California,Major Market,Decaf,1195.00,481.00,222.00,621.00,158.00,1070.00,460.00,410.00
2016-03-01,Beans,Espresso,Decaf Espresso,Central,Missouri,Small Market,Decaf,128.00,46.00,24.00,70.00,12.00,130.00,50.00,60.00
2016-12-01,Leaves,Herbal Tea,Mint,East,Connecticut,Small Market,Decaf,190.00,78.00,47.00,73.00,24.00,130.00,50.00,50.00
2018-07-01,Beans,Coffee,Amaretto,Central,Colorado,Major Market,Regular,259.00,99.00,39.00,156.00,27.00,250.00,100.00,120.00
2015-06-01,Beans,Espresso,Decaf Espresso,Central,Wisconsin,Small Market,Decaf,123.00,48.00,29.00,53.00,15.00,120.00,50.00,50.00
2018-02-01,Leaves,Herbal Tea,Chamomile,South,Louisiana,Small Market,Decaf,125.00,49.00,29.00,55.00,16.00,100.00,40.00,40.00
2018-07-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,149.00,60.00,47.00,49.00,19.00,140.00,60.00,50.00
2015-06-01,Beans,Espresso,Decaf Espresso,East,Connecticut,Small Market,Decaf,145.00,55.00,47.00,47.00,18.00,120.00,50.00,40.00
2017-11-01,Leaves,Herbal Tea,Chamomile,South,New Mexico,Small Market,Decaf,50.00,18.00,17.00,17.00,5.00,40.00,10.00,20.00
2018-07-01,Beans,Coffee,Colombian,Central,Colorado,Major Market,Regular,202.00,83.00,39.00,101.00,27.00,190.00,80.00,80.00
2016-09-01,Beans,Coffee,Decaf Irish Cream,South,Louisiana,Small Market,Decaf,91.00,33.00,21.00,44.00,9.00,100.00,40.00,50.00
2018-07-01,Beans,Coffee,Colombian,Central,Illinois,Major Market,Regular,377.00,148.00,91.00,171.00,48.00,370.00,150.00,140.00
2016-09-01,Beans,Coffee,Decaf Irish Cream,South,New Mexico,Small Market,Decaf,111.00,88.00,52.00,-61.00,27.00,120.00,110.00,-30.00
2016-11-01,Beans,Coffee,Colombian,Central,Missouri,Small Market,Regular,206.00,86.00,65.00,62.00,32.00,200.00,90.00,50.00
2018-07-01,Beans,Coffee,Colombian,Central,Ohio,Major Market,Regular,136.00,52.00,38.00,56.00,16.00,130.00,50.00,50.00
2017-11-01,Leaves,Herbal Tea,Lemon,South,Louisiana,Small Market,Decaf,213.00,85.00,68.00,62.00,32.00,180.00,80.00,40.00
2018-07-01,Beans,Espresso,Caffe Mocha,Central,Colorado,Major Market,Regular,201.00,77.00,32.00,119.00,21.00,220.00,80.00,110.00
2018-10-01,Leaves,Herbal Tea,Lemon,South,New Mexico,Small Market,Decaf,134.00,56.00,62.00,10.00,16.00,110.00,40.00,30.00
2016-12-01,Beans,Espresso,Caffe Mocha,Central,Illinois,Major Market,Regular,581.00,234.00,110.00,298.00,77.00,640.00,270.00,260.00
2015-07-01,Beans,Espresso,Decaf Espresso,South,New Mexico,Small Market,Decaf,92.00,35.00,40.00,14.00,11.00,70.00,30.00,10.00
2018-03-01,Beans,Espresso,Caffe Mocha,Central,Ohio,Major Market,Regular,362.00,170.00,72.00,145.00,47.00,400.00,190.00,140.00
2015-07-01,Beans,Espresso,Decaf Espresso,South,Oklahoma,Small Market,Decaf,518.00,198.00,126.00,246.00,64.00,420.00,160.00,170.00
2016-12-01,Beans,Coffee,Colombian,East,Florida,Major Market,Regular,496.00,194.00,120.00,237.00,63.00,460.00,170.00,200.00
2018-04-01,Beans,Coffee,Amaretto,East,New Hampshire,Small Market,Regular,108.00,41.00,35.00,37.00,13.00,90.00,30.00,40.00
2018-12-01,Leaves,Herbal Tea,Chamomile,West,Oregon,Small Market,Decaf,174.00,66.00,41.00,84.00,18.00,130.00,50.00,80.00
2016-12-01,Beans,Coffee,Colombian,East,Massachusetts,Major Market,Regular,1159.00,127.00,101.00,1282.00,41.00,1070.00,110.00,890.00
2018-12-01,Leaves,Herbal Tea,Chamomile,West,Utah,Small Market,Decaf,254.00,99.00,75.00,99.00,31.00,210.00,80.00,90.00
2018-04-01,Beans,Coffee,Colombian,East,Connecticut,Small Market,Regular,346.00,130.00,74.00,180.00,42.00,300.00,120.00,130.00
2016-08-01,Beans,Coffee,Decaf Irish Cream,West,Nevada,Small Market,Decaf,138.00,60.00,60.00,17.00,17.00,150.00,70.00,40.00
2016-12-01,Beans,Coffee,Colombian,East,New York,Major Market,Regular,687.00,258.00,142.00,364.00,90.00,610.00,240.00,250.00
2016-09-01,Leaves,Herbal Tea,Chamomile,West,Washington,Small Market,Decaf,693.00,254.00,149.00,359.00,82.00,550.00,210.00,240.00
2017-09-01,Beans,Coffee,Colombian,East,New Hampshire,Small Market,Regular,121.00,45.00,46.00,34.00,14.00,100.00,40.00,30.00
2015-11-01,Beans,Coffee,Decaf Irish Cream,West,Oregon,Small Market,Decaf,157.00,57.00,43.00,65.00,18.00,170.00,70.00,70.00
2016-12-01,Beans,Espresso,Caffe Mocha,East,Florida,Major Market,Regular,234.00,92.00,112.00,24.00,83.00,210.00,80.00,40.00
2016-03-01,Leaves,Herbal Tea,Lemon,West,Nevada,Small Market,Decaf,386.00,144.00,94.00,173.00,47.00,300.00,120.00,120.00
2018-10-01,Beans,Espresso,Caffe Mocha,East,Connecticut,Small Market,Regular,318.00,125.00,170.00,5.00,112.00,280.00,100.00,60.00
2015-11-01,Beans,Coffee,Decaf Irish Cream,West,Utah,Small Market,Decaf,213.00,85.00,69.00,61.00,32.00,230.00,100.00,70.00
2018-10-01,Beans,Espresso,Caffe Mocha,East,New Hampshire,Small Market,Regular,227.00,88.00,139.00,-20.00,80.00,190.00,70.00,40.00
2016-09-01,Beans,Espresso,Caffe Mocha,East,New York,Major Market,Regular,65.00,121.00,143.00,-301.00,110.00,50.00,110.00,-190.00
2015-10-01,Leaves,Herbal Tea,Lemon,West,Utah,Small Market,Decaf,134.00,48.00,49.00,39.00,15.00,100.00,40.00,30.00
2018-10-01,Beans,Espresso,Regular Espresso,East,New Hampshire,Small Market,Regular,132.00,55.00,87.00,-27.00,20.00,100.00,30.00,10.00
2018-11-01,Beans,Espresso,Decaf Espresso,West,Nevada,Small Market,Decaf,141.00,53.00,47.00,49.00,13.00,110.00,30.00,50.00
2016-09-01,Beans,Espresso,Regular Espresso,East,Massachusetts,Major Market,Regular,362.00,170.00,71.00,147.00,47.00,330.00,160.00,110.00
2015-10-01,Leaves,Herbal Tea,Lemon,West,Washington,Small Market,Decaf,95.00,34.00,22.00,47.00,9.00,70.00,20.00,50.00
2018-01-01,Beans,Coffee,Colombian,South,Louisiana,Small Market,Regular,100.00,38.00,22.00,50.00,10.00,110.00,40.00,60.00
2018-09-01,Beans,Espresso,Regular Espresso,East,New York,Major Market,Regular,618.00,228.00,88.00,392.00,63.00,560.00,210.00,280.00
2018-01-01,Beans,Coffee,Colombian,South,New Mexico,Small Market,Regular,121.00,45.00,45.00,36.00,14.00,140.00,50.00,50.00
2016-12-01,Beans,Coffee,Colombian,South,Texas,Major Market,Regular,496.00,213.00,88.00,243.00,66.00,580.00,260.00,240.00
2018-03-01,Beans,Coffee,Colombian,South,Oklahoma,Small Market,Regular,402.00,168.00,89.00,182.00,54.00,460.00,190.00,200.00
2015-06-01,Leaves,Tea,Darjeeling,Central,Iowa,Small Market,Regular,510.00,228.00,91.00,220.00,63.00,400.00,190.00,140.00
2017-09-01,Beans,Espresso,Caffe Latte,South,Texas,Major Market,Regular,395.00,147.00,111.00,168.00,47.00,270.00,100.00,110.00
2015-08-01,Beans,Espresso,Caffe Latte,South,Louisiana,Small Market,Regular,165.00,65.00,88.00,3.00,58.00,130.00,50.00,10.00
2018-08-01,Beans,Coffee,Decaf Irish Cream,East,Florida,Major Market,Decaf,228.00,89.00,51.00,110.00,27.00,200.00,80.00,80.00
2017-09-01,Beans,Espresso,Caffe Mocha,South,Texas,Major Market,Regular,497.00,190.00,74.00,299.00,52.00,390.00,150.00,200.00
2016-06-01,Beans,Espresso,Caffe Latte,South,New Mexico,Small Market,Regular,149.00,65.00,88.00,-14.00,24.00,110.00,50.00,0.00
2018-08-01,Beans,Espresso,Decaf Espresso,East,Florida,Major Market,Decaf,200.00,80.00,54.00,80.00,26.00,180.00,70.00,70.00
2018-03-01,Beans,Coffee,Amaretto,West,California,Major Market,Regular,274.00,213.00,112.00,-101.00,67.00,310.00,260.00,-50.00
2015-11-01,Beans,Espresso,Caffe Latte,South,Oklahoma,Small Market,Regular,220.00,86.00,50.00,104.00,26.00,170.00,70.00,70.00
2016-01-01,Beans,Coffee,Decaf Irish Cream,South,Texas,Major Market,Decaf,206.00,84.00,39.00,104.00,27.00,240.00,100.00,110.00
2018-03-01,Beans,Coffee,Colombian,West,California,Major Market,Regular,687.00,258.00,142.00,364.00,90.00,800.00,320.00,360.00
2015-11-01,Beans,Espresso,Caffe Mocha,South,Louisiana,Small Market,Regular,185.00,65.00,44.00,96.00,20.00,140.00,50.00,70.00
2016-01-01,Beans,Espresso,Decaf Espresso,South,Texas,Major Market,Decaf,211.00,81.00,33.00,125.00,22.00,170.00,60.00,90.00
2015-09-01,Beans,Espresso,Caffe Latte,West,California,Major Market,Regular,938.00,439.00,170.00,402.00,122.00,840.00,410.00,290.00
2017-12-01,Beans,Espresso,Caffe Mocha,South,New Mexico,Small Market,Regular,237.00,92.00,142.00,-17.00,83.00,170.00,60.00,10.00
2018-10-01,Leaves,Tea,Earl Grey,Central,Iowa,Small Market,Regular,611.00,245.00,132.00,273.00,93.00,480.00,210.00,160.00
2016-01-01,Beans,Coffee,Decaf Irish Cream,West,California,Major Market,Decaf,135.00,154.00,94.00,-180.00,50.00,150.00,190.00,-120.00
2016-07-01,Beans,Espresso,Caffe Mocha,South,Oklahoma,Small Market,Regular,60.00,22.00,17.00,25.00,6.00,40.00,10.00,30.00
2017-09-01,Leaves,Tea,Earl Grey,Central,Missouri,Small Market,Regular,133.00,54.00,89.00,-30.00,20.00,80.00,30.00,-10.00
2016-03-01,Leaves,Tea,Earl Grey,Central,Wisconsin,Small Market,Regular,201.00,75.00,103.00,11.00,68.00,150.00,60.00,10.00
2015-08-01,Leaves,Herbal Tea,Chamomile,Central,Illinois,Major Market,Decaf,259.00,99.00,39.00,156.00,27.00,210.00,80.00,110.00
2016-03-01,Leaves,Tea,Green Tea,Central,Missouri,Small Market,Regular,85.00,34.00,48.00,-6.00,12.00,60.00,20.00,0.00
2015-12-01,Beans,Coffee,Amaretto,Central,Ohio,Major Market,Regular,143.00,57.00,45.00,47.00,18.00,140.00,60.00,50.00
